325	349	4
131	159	8
149	181	3
436	470	3
471	483	4
439	457	9
529	543	1
447	471	3
80	116	5
196	224	6
78	92	10
271	307	9
333	345	4
95	129	9
372	398	1
543	561	17
203	221	1
548	570	7
193	227	13
132	166	9
318	350	2
169	201	2
83	109	12
501	527	12
213	239	10
375	399	9
289	305	1
148	164	7
372	394	8
146	166	6
347	381	7
218	256	13
264	274	5
469	487	7
252	288	2
391	419	10
470	508	6
390	416	7
298	316	2
591	609	14
455	475	16
197	215	3
78	110	3
399	433	4
232	252	0
169	205	17
221	235	9
411	425	11
521	543	0
524	562	5
208	236	2
593	609	11
541	565	4
101	119	8
347	357	0
324	334	9
378	402	11
587	601	0
294	306	10
441	479	18
436	468	4
288	324	12
240	276	9
416	430	4
470	488	6
520	550	1
537	561	4
130	160	11
455	487	10
559	579	2
487	497	0
419	449	12
149	181	1
342	380	9
374	384	2
258	290	4
47	59	3
587	609	3
461	481	6
347	373	5
432	462	0
239	255	0
90	120	5
378	388	1
298	324	18
79	99	2
403	417	10
122	152	8
161	183	10
120	154	7
152	190	2
481	503	9
240	278	4
421	455	0
491	513	7
413	425	1
279	299	10
415	453	1
191	215	9
438	456	13
288	300	17
78	96	4
599	615	4
394	404	5
574	608	9
336	352	0
272	282	11
306	326	5
493	525	0
346	376	8
368	386	8
181	209	6
83	111	9
531	543	9
161	199	2
579	611	14
447	471	2
117	135	5
191	219	3
272	288	0
191	201	8
381	391	7
580	594	1
448	478	13
305	315	2
564	574	1
64	102	14
408	432	5
183	205	10
454	480	1
304	320	7
452	474	13
181	209	1
322	346	10
47	75	14
383	417	11
374	406	6
583	607	17
568	590	0
473	507	2
68	86	10
198	234	4
150	176	1
486	504	0
302	340	10
259	285	6
522	558	12
480	492	6
247	275	0
276	300	9
441	477	8
508	522	12
383	403	10
65	77	9
596	612	11
358	384	6
296	320	5
305	329	6
405	419	5
216	226	5
593	605	11
218	246	17
273	287	7
340	358	9
133	159	1
350	378	7
275	287	13
434	448	6
317	327	7
94	120	6
522	534	5
434	470	4
119	139	4
330	340	2
291	323	16
66	102	0
503	517	5
243	277	9
430	450	13
484	512	0
152	186	9
570	604	13
323	359	16
122	158	0
103	115	5
436	474	11
254	282	4
430	462	6
421	431	4
416	438	6
374	402	17
265	293	1
417	445	18
444	454	14
574	600	2
455	477	7
471	491	4
383	395	10
351	373	16
488	502	3

