502	514	10
84	116	1
500	534	10
506	524	6
140	172	12
309	327	8
247	277	3
425	455	5
229	241	10
322	344	16
386	400	14
303	329	11
351	373	0
133	143	5
293	313	9
202	228	1
161	181	7
205	225	12
436	452	10
415	437	4
549	559	6
574	598	10
458	480	9
370	398	11
316	328	7
553	581	12
305	315	9
454	492	13
120	142	12
229	247	7
249	283	1
147	179	10
298	328	18
302	318	1
122	152	10
492	518	8
241	251	2
250	266	4
296	316	3
542	570	0
197	229	9
481	515	14
251	277	10
318	344	6
227	243	0
153	181	9
582	618	4
453	485	0
377	405	0
310	322	8
169	181	6
405	443	8
355	391	11
264	290	1
487	501	7
324	342	0
137	153	0
243	263	12
177	201	11
83	119	13
278	316	6
326	344	4
142	156	4
186	204	2
426	440	12
398	428	4
307	335	7
321	351	4
336	374	3
204	232	6
266	300	4
512	536	8
87	113	12
211	223	8
352	390	3
264	294	15
258	268	2
96	118	3
416	446	7
276	304	10
222	234	7
278	300	14
142	162	9
352	388	17
533	563	12
223	243	0
521	553	6
95	123	2
307	325	1
259	283	5
321	339	6
453	467	4
270	282	2
541	565	6
511	529	9
193	223	1
498	516	7
547	559	12
152	168	4
525	535	11

