182	192	4
500	510	4
342	380	12
73	111	0
208	218	1
295	307	8
129	165	9
180	204	4
255	287	9
211	245	6
566	578	3
503	517	3
268	284	5
458	492	1
197	235	13
522	548	19
338	350	14
391	413	8
109	139	13
191	227	8
119	133	12
161	187	3
252	278	9
361	387	2
274	296	12
235	249	5
510	528	10
439	449	7
280	312	1
538	562	12
539	551	2
183	217	9
468	496	3
318	354	9
283	321	1
74	104	6
415	433	5
210	226	7
126	156	6
220	254	5
217	243	8
232	256	9
54	68	0
344	370	9
95	129	1
416	428	0
412	450	5
395	405	10
219	251	2
551	587	7
303	313	8
536	550	1
254	288	8
414	440	1
201	221	7
370	396	2
122	156	3
443	457	8
548	564	3
157	193	2
502	534	4
603	629	3
494	512	7
242	252	6
347	365	11
495	515	7
546	566	15
588	600	5
300	328	6
540	578	9
172	208	6
366	376	4
130	154	4
194	206	2
355	379	2
545	561	5
261	283	2
558	574	8
334	372	3
461	487	2
343	363	11
448	484	3
511	549	3
527	541	8
593	603	5
271	291	3
128	146	5
57	89	13
405	443	2
211	235	9
559	573	13
357	381	6
595	607	9
387	405	3
392	404	17
573	597	10
196	206	9
542	566	5
238	268	2
268	306	0

