446	484	4
214	226	4
379	417	7
385	395	12
499	523	19
109	137	6
596	610	6
406	428	7
118	156	4
78	106	1
181	201	3
424	462	2
383	411	10
87	109	9
256	276	0
92	112	13
570	582	12
580	614	13
304	324	1
477	503	14
103	135	4
381	403	10
121	141	10
308	328	12
498	510	10
536	558	2
338	370	11
284	296	8
58	94	5
312	324	12
505	517	14
212	242	4
608	624	0
396	432	5
274	300	10
554	584	2
198	212	12
405	439	13
594	616	13
78	114	16
551	575	8
318	330	10
510	530	2
371	401	5
582	608	14
616	632	13
561	573	6
467	483	14
364	374	7
429	467	13
423	449	1
59	69	9
387	403	1
127	161	11
370	384	15
211	229	15
423	461	14
72	106	13
399	419	11
59	73	3
448	464	8
112	130	6
420	456	2
286	300	9
290	306	0
321	347	10
362	400	9
280	316	14
124	134	9
226	242	12
603	615	12
576	586	4
467	505	1
107	137	5
523	551	3
597	631	12
559	581	15
356	366	8
301	331	6
577	591	0
387	419	7
485	505	4
517	531	7
299	335	3
186	224	2
260	296	13
81	113	9
132	162	0
427	455	7
423	445	6
578	596	14
130	162	1
410	426	14
503	541	14
143	165	7
600	624	0
376	394	4
187	209	1
306	334	8
464	480	1

