153	189	3
252	270	7
83	117	0
46	78	10
271	283	1
79	115	17
319	333	2
506	530	8
391	401	3
252	288	6
164	194	7
350	382	5
374	394	11
173	185	14
534	564	4
149	181	12
272	288	15
481	491	8
552	568	3
230	262	1
204	236	1
263	281	17
207	237	10
285	299	12
468	490	8
344	362	5
115	131	9
167	179	10
465	499	7
116	130	1
440	474	13
310	334	4
103	133	5
181	199	6
403	425	16
275	307	2
509	521	3
549	569	7
419	431	6
363	395	6
369	401	0
137	175	7
239	277	6
268	280	7
184	198	13
374	404	12
354	390	1
312	322	2
205	227	9
152	190	1
84	118	4
417	431	5
140	172	8
605	629	7
245	273	9
422	446	9
552	562	5
349	369	10
314	324	11
370	400	8
494	508	12
281	299	8
513	543	10
422	456	13
357	377	1
300	334	3
41	63	6
524	554	8
504	542	3
535	559	4
49	79	15
95	125	16
163	175	17
328	340	1
56	90	16
44	74	0
446	482	7
109	127	9
30	58	7
365	399	9
269	285	9
290	326	1
389	407	12
119	129	3
577	599	15
623	639	6
207	245	10
270	298	8
306	330	6
316	340	8
313	335	7
459	471	14
222	238	12
392	428	5
246	256	2
417	431	4
449	487	3
337	375	7
396	416	9
55	79	3

