84	116	14
280	294	15
532	556	4
552	584	10
391	403	5
292	316	9
460	496	4
296	306	7
119	131	12
378	388	14
92	114	13
380	406	8
388	400	10
156	168	6
474	502	4
185	205	15
525	563	14
574	606	15
131	141	2
539	565	12
335	373	8
314	330	10
439	455	0
237	257	3
117	127	12
132	170	15
195	231	2
360	374	8
480	502	9
592	618	4
346	376	12
307	337	18
273	301	5
80	118	2
450	478	4
140	170	3
369	399	10
425	449	0
358	376	3
343	353	13
463	493	4
276	306	11
294	316	3
482	516	6
466	476	9
185	215	11
163	199	1
315	339	3
477	507	5
476	500	17
539	567	7
380	400	1
442	478	12
347	385	12
318	340	2
121	139	11
439	449	7
465	495	10
312	322	14
203	215	7
99	137	1
381	417	1
492	528	0
143	177	14
533	553	0
105	123	6
369	381	10
492	518	8
585	595	14
410	442	3
234	258	5
286	306	11
498	514	10
460	476	16
112	146	9
534	564	13
383	397	3
560	596	11
573	609	11
329	349	12
376	394	7
125	155	18
537	565	16
206	220	9
487	511	11
92	130	4
521	541	8
106	130	8
580	618	12
364	390	8
327	361	18
375	391	13
520	540	8
319	335	6
199	225	0
204	228	7
394	412	15
133	151	4
257	277	10
107	121	12

