632	658	6
382	394	5
657	691	4
243	265	13
183	201	11
700	724	3
154	186	6
574	600	6
367	379	5
565	589	9
392	424	3
498	526	2
593	631	0
600	616	5
217	235	3
501	529	11
611	631	6
255	269	10
271	291	7
407	433	19
159	197	9
562	576	3
380	392	12
208	224	1
197	213	8
682	696	3
545	559	16
168	200	17
68	92	11
402	412	3
317	335	11
361	395	5
217	251	4
219	229	6
357	367	16
313	327	11
181	207	7
313	347	1
193	221	11
483	517	2
485	507	9
624	644	0
215	251	10
473	493	0
326	360	9
375	413	11
219	249	1
312	340	4
680	690	9
426	438	15
352	372	15
517	531	1
155	181	0
622	642	3
272	284	3
352	370	9
92	102	9
178	208	14
539	575	6
127	165	4
207	231	3
206	236	1
650	678	0
549	577	6
487	505	3
420	458	13
468	504	6
386	414	7
359	379	7
299	323	0
136	174	5
410	428	10
548	586	7
288	302	11
390	426	11
410	422	0
449	481	7
78	110	6
169	203	0
562	600	9
332	366	7
201	223	19
652	668	8
501	523	3
128	160	4
267	283	0
219	255	3
519	533	12
572	596	6
428	466	10
244	272	1
154	186	8
197	221	13
586	600	1
459	491	7
364	388	17
397	409	0
244	274	2
127	145	10
97	133	2
601	635	11
639	673	12
680	698	0
55	89	11
340	374	7
557	591	8
512	532	6
333	371	12
453	489	8
601	631	3
242	260	12
155	173	15
250	270	1
338	372	8
703	741	2
715	743	3
640	676	6
434	470	9
397	419	14
353	367	7
349	369	10
170	184	7
616	650	14
237	261	7
376	394	6
77	97	4
243	261	3
56	92	7
255	285	16
512	528	15
561	583	2
211	247	15
394	430	2
194	220	15
383	407	13
258	280	10
102	134	19
85	95	2
428	440	13
323	359	3
59	73	1
182	206	10
289	315	9
505	519	18
736	750	10
619	651	11
736	750	11
634	664	8
603	633	6
218	244	5
209	225	6
535	555	5
131	151	9
643	681	1
64	98	2
560	588	11
140	152	4
595	605	1
75	99	7
114	124	2
39	69	14
65	93	5
227	247	2
727	737	4
412	440	15
679	703	6
123	161	7
122	146	14
69	89	10
202	234	14
695	715	12
186	204	4
638	650	19
361	379	11
283	299	1
610	624	3
185	211	1
428	448	12
466	492	11
137	165	6
551	579	11
603	613	15
237	263	2
548	580	1
708	728	6
507	535	4
460	470	15
722	752	11
615	637	11
553	571	6
520	534	0
466	504	1
336	368	6
543	559	8
600	622	14
572	588	13
668	686	4
664	694	7
67	105	13
72	110	6

