312	350	11
117	129	4
336	358	11
60	88	4
339	361	4
424	440	6
198	224	6
249	287	4
580	618	1
573	607	7
496	522	1
440	462	1
458	474	5
299	313	5
344	368	12
538	576	8
147	171	18
140	158	6
88	116	7
611	649	3
108	140	3
256	272	14
546	574	2
399	429	16
111	127	10
418	454	5
139	169	0
381	393	6
390	402	19
568	590	3
173	207	11
472	500	1
98	112	2
160	194	5
123	141	4
480	492	8
69	79	11
129	157	10
492	516	2
359	369	9
594	608	0
188	214	11
60	90	12
291	325	4
388	420	0
492	524	1
281	291	3
560	580	3
518	548	9
149	175	0
529	555	16
166	202	9
102	120	5
382	406	7
607	639	15
298	322	1
74	110	6
196	214	4
84	116	7
128	154	9
229	243	5
555	573	7
264	278	1
278	304	9
256	270	11
455	475	5
584	620	1
133	171	5
395	427	2
224	242	9
489	511	9
119	141	1
253	263	7
81	115	6
268	302	17
102	122	5
185	209	10
294	330	13
562	580	1
212	242	0
428	454	2
335	355	3
296	318	9
432	462	4
511	523	13
553	569	6
511	527	8
475	487	13
463	489	11
168	178	0
497	525	10
230	254	9
264	284	0
496	524	5
422	440	7
552	576	11
112	122	4
223	241	3
398	410	0
245	259	3

