194	228	11
152	174	12
596	608	8
561	581	17
170	182	1
123	137	6
307	319	12
276	304	11
153	167	1
488	502	5
503	539	11
166	180	12
347	361	2
501	517	3
376	390	2
471	499	7
110	128	1
289	301	5
518	542	10
531	569	0
194	228	13
464	498	2
434	456	9
460	490	8
608	630	5
140	178	6
337	375	7
109	135	4
232	246	2
596	610	5
142	158	0
500	538	11
242	276	10
413	451	15
475	505	6
549	567	14
590	606	7
220	230	14
198	212	7
223	235	10
117	145	4
494	510	0
268	288	0
286	296	17
475	501	4
593	615	10
439	473	6
278	308	0
152	172	2
93	111	13
287	315	7
277	289	10
175	211	10
441	473	2
556	590	11
353	383	2
601	629	6
392	430	5
274	304	16
232	270	9
461	487	12
467	495	13
75	103	11
384	416	6
365	397	10
506	530	2
210	236	6
359	375	0
514	530	0
347	383	12
193	209	2
566	596	4
527	539	12
588	618	14
518	528	11
284	306	3
395	421	7
146	176	8
238	258	5
67	103	13
198	226	11
477	503	19
394	408	12
560	572	9
495	533	1
86	102	6
516	550	1
356	394	14
463	499	14
233	265	7
117	129	12
112	142	1
484	506	8
517	529	10
403	437	7
249	277	18
384	412	3
516	544	6
532	544	6
492	530	12
352	370	6
544	570	13
82	100	0
556	582	18
172	200	0
209	223	9
417	429	10
211	249	11
564	596	7
202	228	5
580	614	10
416	446	16
457	483	2
573	611	13
214	236	2
237	257	9
608	646	6
450	480	5
493	505	13
305	329	0
304	336	8
351	385	1
308	334	7
427	447	0
122	156	3
489	513	3
145	155	11
543	573	13
283	319	14
525	541	15
396	432	14
175	187	12
305	323	7
314	328	15
189	201	13
514	526	15
599	615	2
132	146	7
457	481	1
194	224	5
389	405	1
137	155	1
122	148	12
256	282	5
584	606	0
418	428	2
250	274	2
366	398	1
81	105	9
138	172	6
105	141	11
235	265	6
317	337	4
229	241	3
347	363	10
423	461	8
455	467	6
114	140	8
554	576	3
123	135	0
158	180	7
560	570	10
41	55	12
618	632	5
319	347	11
436	472	3
413	437	11
508	530	8
80	102	7
578	604	7
234	252	13
492	528	9
493	507	19
606	616	7
184	200	8
302	330	4
309	327	5
495	519	8
466	500	4
60	94	2
253	281	3
200	234	5
257	271	5
434	470	6
232	262	1
166	182	7
481	507	18
317	339	6
256	292	11
132	166	3
529	549	1
422	450	3
388	412	15
262	286	3
337	353	11
197	227	7
436	452	3
372	408	5
541	567	3
605	615	6

