456	470	6
271	307	8
390	422	3
579	615	4
271	309	7
416	446	9
569	589	9
598	624	4
568	598	11
188	222	14
219	241	2
181	205	3
141	173	2
478	502	2
230	254	8
125	157	6
83	103	14
355	377	0
282	312	5
638	654	4
535	561	7
634	670	4
486	508	1
518	528	4
629	645	10
725	739	6
321	357	10
378	394	3
440	474	11
138	168	16
555	587	11
250	274	5
82	102	3
251	279	0
598	616	5
198	232	3
82	92	15
582	602	10
265	275	0
326	342	12
458	474	5
400	414	5
659	679	0
195	215	9
405	427	9
675	709	5
268	290	5
360	394	17
566	592	7
227	245	9
57	79	3
541	559	0
684	702	0
520	532	4
556	580	1
675	697	3
254	270	0
464	490	5
390	426	4
263	291	19
164	192	5
460	496	4
449	481	8
492	510	1
694	720	7
183	199	13
529	539	9
458	494	2
87	115	8
128	144	2
692	720	10
244	260	6
316	340	9
205	235	15
482	520	4
337	367	1
161	197	15
668	686	15
72	82	0
552	576	0
557	589	1
365	395	13
531	543	4
238	274	10
533	545	9
656	678	10
368	388	2
661	691	4
422	432	11
111	143	11
361	397	3
223	233	12
355	391	13
499	527	7
449	467	1
376	410	7
430	446	4
604	622	2
568	580	10
165	195	9
138	160	6
441	479	12
242	256	7
704	742	5
534	566	15
273	307	12
74	110	11
442	466	11
589	615	0
171	197	12
154	178	4
564	592	5
515	543	12
211	237	6
550	560	1
110	126	3
366	402	12
258	280	7
443	465	4
377	401	13
250	280	10
647	679	3
57	89	6
730	740	8
111	135	3
516	544	13
556	570	9
662	692	10
332	360	2
489	519	8
154	178	6
178	214	8
361	393	4
302	312	7
406	416	16
526	564	13
538	550	14
69	93	0
681	693	8
379	417	3
92	106	3
474	502	0
81	97	2
548	560	8
160	194	7
122	140	16
551	581	0
550	566	8
219	231	2
324	350	8
356	368	4
331	351	2
507	539	0
699	711	3
354	366	5
530	548	5
616	638	4
383	419	8
670	688	10
598	618	6
485	499	4
387	409	0
407	437	11
496	526	2
129	155	9
612	624	1
237	251	12
600	622	10
658	690	3
351	383	0
105	115	10
317	355	16
722	740	2
700	716	5
257	275	2
552	570	3
432	442	1
105	115	14
284	314	11
88	122	3
417	431	1
203	219	2
136	160	3
544	562	12
252	276	0
191	219	0
543	571	6
350	382	11
278	302	9
155	177	13
425	449	9
538	562	1
485	505	2
533	557	8
496	532	0
196	208	3
132	162	3
505	541	14
166	194	4
93	129	4

