329	343	6
125	141	3
134	166	4
271	293	6
312	322	6
150	172	11
532	558	11
486	518	2
544	578	3
101	137	17
584	622	9
71	109	11
328	356	17
190	212	11
117	135	8
148	162	2
541	557	6
102	114	14
413	435	15
149	185	11
278	290	16
464	474	1
398	420	7
395	411	17
404	426	9
322	338	17
128	154	2
380	410	2
224	254	6
350	366	7
575	605	5
458	478	7
311	321	5
247	285	2
560	580	6
193	207	4
167	187	9
320	354	16
312	322	7
491	521	6
381	417	9
251	267	3
270	288	6
104	124	9
182	216	9
286	304	4
86	114	10
276	292	6
562	572	9
590	614	2
98	112	13
269	289	3
479	509	5
399	413	14
273	293	8
359	373	6
335	373	0
532	558	13
157	185	9
115	153	12
217	241	1
178	208	12
591	613	17
351	363	9
544	556	13
292	324	5
283	309	14
82	100	5
168	200	4
302	326	12
567	577	8
85	95	14
333	361	8
157	189	13
528	566	10
265	289	10
199	217	3
289	311	3
201	219	3
166	194	7
541	563	9
463	483	11
493	515	6
434	454	10
463	483	9
256	278	2
466	504	8
428	462	4
489	527	7
338	366	1
399	417	5
432	456	1
129	145	8
455	483	5
176	200	15
406	422	3
139	171	5
125	139	8
377	389	10
162	200	2

