555	593	7
133	149	1
493	515	7
333	361	4
280	302	8
471	503	9
538	574	14
304	342	5
416	438	6
407	445	8
287	307	13
461	499	3
105	135	12
466	484	2
462	488	4
577	599	4
351	387	17
91	113	3
386	414	6
96	128	11
155	183	13
277	287	9
264	298	8
451	473	17
552	574	16
530	556	6
250	260	9
134	160	5
308	326	7
182	202	1
177	187	3
593	625	2
122	158	5
207	237	10
442	472	4
61	91	7
593	623	7
220	258	3
461	485	4
297	315	0
166	198	4
291	315	7
480	498	8
155	183	4
272	290	7
255	285	4
310	328	15
283	297	9
562	596	5
234	272	6
413	437	12
576	612	3
294	322	9
301	327	4
385	401	0
172	190	17
579	603	3
335	371	6
412	426	18
590	606	6
125	159	8
420	458	3
409	425	8
327	347	8
374	390	8
530	568	10
214	242	7
581	619	1
73	97	7
485	517	16
567	599	9
216	242	17
357	377	2
511	531	13
414	434	8
572	602	9
169	207	7
196	216	4
444	458	2
180	194	8
371	395	9
291	309	4
146	172	6
239	263	5
590	600	5
400	412	13
303	329	3
509	539	14
302	326	8
129	157	5
331	341	15
422	446	12
66	102	0
518	554	4
468	484	1
489	515	6
373	385	9
478	514	1
513	529	13
597	617	15

