310	332	1
459	489	8
273	295	8
301	325	6
390	416	7
258	278	5
503	513	3
317	353	4
365	379	2
109	139	13
241	253	16
536	554	1
552	586	10
460	488	16
219	251	16
322	344	12
331	367	14
563	593	6
214	242	5
155	179	1
158	174	2
461	487	12
554	570	12
226	258	1
120	142	10
264	288	12
75	95	13
419	447	12
515	545	5
107	117	11
336	358	10
136	154	14
402	430	10
455	493	15
252	274	4
131	163	10
206	240	5
392	402	8
229	253	6
171	191	7
555	567	14
410	436	2
106	118	14
547	581	9
70	108	8
313	327	3
396	420	2
284	300	6
367	393	5
157	195	5
435	449	11
336	366	16
119	147	5
195	217	5
549	587	7
385	399	9
351	371	13
237	257	6
522	552	9
425	449	3
161	189	17
356	374	17
138	164	5
335	355	10
66	94	6
77	93	12
602	620	7
47	75	9
108	142	7
261	271	11
251	267	2
541	569	9
49	79	0
506	536	3
199	235	8
405	419	16
50	80	12
332	352	1
250	270	11
248	286	0
43	69	1
65	97	6
238	274	18
249	277	2
375	397	2
428	454	13
257	291	5
537	575	8
124	136	10
188	206	4
371	395	3
114	136	2
55	93	11
213	233	10
261	287	2
598	630	8
90	116	7
621	645	8
290	320	10
540	562	6

