459	497	14
304	316	3
511	527	10
549	581	14
117	151	6
327	363	8
527	551	4
346	370	12
553	563	12
608	624	1
402	430	18
175	193	0
351	383	6
569	589	17
323	333	12
498	514	5
451	483	8
366	390	0
237	259	3
256	268	2
420	438	4
564	584	12
255	269	11
314	342	10
457	483	3
486	516	9
211	227	6
342	364	7
612	650	14
573	589	8
407	433	1
499	533	4
208	234	5
532	570	12
560	598	2
173	203	1
213	237	6
573	597	15
360	380	6
527	537	9
527	551	18
210	230	10
550	560	10
445	479	12
286	314	9
230	240	7
451	463	4
196	234	11
302	322	6
511	537	9
239	257	13
550	570	12
341	375	9
182	212	7
220	252	4
190	224	4
76	100	6
386	414	9
271	287	11
353	375	3
197	225	1
349	381	0
583	621	10
165	189	0
498	526	1
92	116	1
57	83	5
373	389	14
540	564	7
601	613	7
395	419	0
338	370	2
465	477	10
476	510	13
158	168	12
268	296	3
295	317	17
276	312	1
482	506	10
492	524	5
443	481	5
246	264	1
92	122	14
352	386	7
570	600	1
128	162	1
585	597	14
272	300	9
551	563	5
494	508	7
479	499	8
436	454	0
300	312	10
117	137	12
393	419	7
487	503	7
623	633	11
316	334	6
283	299	0
395	415	4
151	177	10
559	577	9
555	587	5
254	268	5
157	179	2
499	531	8
265	289	4
155	167	6
233	249	5
545	579	9
229	247	12
505	519	6
226	244	9
325	363	7
83	105	16
253	279	16
407	423	9
188	210	1
567	597	13
190	212	3
207	237	5
214	244	11
252	262	10
433	445	3
318	332	14
291	329	7
566	594	11
199	213	9
485	505	9
376	406	9
566	590	7
185	201	10
219	257	5
316	332	6
280	308	11
256	266	10
335	373	2
569	597	2
281	295	2
154	174	11
610	628	15
139	169	8
210	234	16
68	100	11
369	401	6
154	186	0
194	210	2
221	247	7
90	120	8
103	129	14
426	446	3
444	460	3
206	226	5
458	496	4
454	466	6
110	132	17
46	80	9
538	574	1
489	511	1
483	507	13
73	105	15
147	175	9
99	133	9
427	451	8
480	514	8
251	261	9
334	372	0
382	400	1
312	340	6
299	309	9
373	387	12
555	565	0
104	136	7
79	115	6
135	149	2
394	406	0
599	631	0
530	568	5
462	490	0
192	220	8
303	325	11
497	515	12
362	388	2
245	283	4
128	140	9
283	321	7
486	516	6
507	535	6
380	412	18
504	538	14
179	205	1
395	417	6
558	570	7
108	130	3
231	259	5
293	325	6
269	305	15
187	199	5
269	289	4
559	579	1

