426	450	8
360	378	1
132	160	5
345	381	4
443	471	6
268	296	1
107	119	10
513	531	11
303	313	13
232	248	13
286	306	2
478	502	6
278	300	0
317	347	15
412	434	8
573	597	1
510	534	6
402	438	7
296	318	18
370	390	3
185	219	14
340	362	9
505	529	8
122	148	9
345	359	14
202	234	12
440	470	10
292	320	0
147	173	12
366	400	9
156	182	11
173	189	0
508	534	11
384	418	4
434	456	9
267	303	4
330	344	13
592	622	3
294	314	1
550	564	2
419	443	3
99	127	0
279	297	6
242	274	7
208	246	8
186	204	11
209	229	0
167	191	1
561	583	1
346	372	7
611	631	9
597	629	10
607	637	2
91	115	0
462	474	7
259	277	1
229	247	11
448	468	2
283	299	13
193	225	11
67	101	9
382	408	0
603	639	13
180	194	5
231	263	1
241	253	10
467	495	9
280	292	7
156	192	9
610	638	0
582	612	17
267	289	0
515	553	1
559	595	8
322	332	3
105	141	13
375	387	11
404	430	14
525	537	8
133	165	3
167	199	13
132	146	11
589	599	19
593	603	6
115	133	19
249	287	0
189	199	5
559	591	4
194	228	7
476	508	12
502	538	13
453	491	7
580	598	7
82	114	2
473	487	14
429	441	17
275	303	7
172	182	2
236	264	5
383	411	12

