294	316	3
117	145	9
126	144	12
451	487	3
518	530	9
168	196	9
483	513	1
106	118	10
195	205	3
274	290	1
263	277	10
329	349	8
189	227	4
145	161	2
283	297	9
577	607	3
399	437	13
174	184	0
475	487	12
112	144	10
148	170	10
415	437	18
173	185	9
154	192	10
398	420	4
251	263	0
359	381	10
379	393	7
432	442	2
203	215	4
471	481	9
113	131	9
454	472	10
441	475	4
364	384	11
154	190	8
116	144	15
157	175	1
331	341	9
187	203	16
514	552	9
559	591	2
307	319	6
139	163	10
459	497	8
243	269	1
418	448	3
146	166	8
313	341	8
500	532	0
70	90	5
312	342	3
334	370	6
562	598	0
458	470	15
61	79	18
93	105	8
569	607	8
77	101	2
317	349	11
174	188	10
93	113	10
582	604	11
496	512	0
390	428	4
598	630	3
418	442	9
119	131	3
149	183	5
470	480	15
263	277	12
240	266	6
325	337	9
581	609	13
303	339	11
317	329	16
81	107	18
567	605	4
454	478	11
308	328	3
534	558	2
563	601	8
509	541	10
149	163	9
265	281	4
65	97	5
298	322	8
215	253	11
198	236	10
324	334	0
150	176	11
69	97	11
112	132	6
145	163	9
149	181	1
317	327	8
612	628	10
246	268	19
360	384	16
322	334	9

